epoch,beta,train_loss,train_recon,train_kld,val_loss,val_recon,val_kld,seconds
1,0.1,805.9208530523838,783.8063891158145,221.14462165343457,225.38633615722657,203.21946577148438,221.6687046875,287.1445915699005
2,0.2,210.80035511245075,174.6294907137879,180.85431501600476,184.32391525878907,147.832905078125,182.45504135742186,81.1564269065857
3,0.3,192.36129760742188,145.91046219198114,154.83611392159747,180.67620466308594,134.77830556640626,152.99299506835936,80.96584010124207
4,0.4,191.92335790650458,138.5267845871102,133.49143080426077,184.8556232421875,132.86316691894532,129.98113665771484,80.65399551391602
5,0.5,195.89961617624658,137.30792997637366,117.18337266057985,192.41795515136718,134.90994548339845,115.016020703125,82.70845913887024
6,0.6,200.83870670938083,138.31425021244928,104.20742377256735,196.26114091796876,135.10414738769532,101.92831899414062,83.46861124038696
7,0.7,206.70096581613916,141.09989272223578,93.71582091567863,202.21751318359375,137.56371009521484,92.3625798828125,84.45047688484192
8,0.8,211.5576925685263,143.5448331588354,85.01607190645657,208.00963005371094,141.44132264404297,83.21038132324219,82.17118382453918
9,0.9,216.49820350581763,146.33699527968707,77.95689985487196,214.03827329101563,143.4466864501953,78.43509954833985,81.78487801551819
10,1.0,220.58467754135785,148.5760873321794,72.00858999725081,218.74480307617188,148.31188664550783,70.43291632080079,82.46653389930725
11,1.0,218.12371780525925,147.3287645649706,70.79495332179926,215.7253845214844,145.386026953125,70.3393572631836,83.89721441268921
12,1.0,215.54437484089127,145.48742890969302,70.05694586598975,214.34785571289063,143.48390043945312,70.8639548828125,85.91706562042236
13,1.0,214.0891892522828,144.5275004134219,69.56168867583968,211.71070529785158,142.23342001953125,69.47728488769532,88.85377359390259
14,1.0,212.3784268697103,143.18583623771994,69.19259050157335,213.10606469726562,143.97083725585938,69.13522763671875,82.95878076553345
15,1.0,210.97051926963348,141.96114124395908,69.00937771593404,209.44718293457032,141.70827136230469,67.73891147460938,82.18403363227844
16,1.0,209.69658791305673,140.87150942158496,68.82507827954414,208.46329711914063,140.98793129882813,67.47536611328125,83.10140013694763
17,1.0,208.51358697353265,139.81465774927383,68.69892932207156,208.00879709472656,138.36331713867187,69.64547995605469,83.369380235672
18,1.0,207.69275922856778,139.10999994196445,68.58275900946722,205.8561496826172,137.657036328125,68.19911423339843,84.58557343482971
19,1.0,207.2083981505826,138.7323167262933,68.47608139168503,206.18105344238282,137.24298594970702,68.93806788330077,84.81331372261047
20,1.0,206.00725803212222,137.70742238688672,68.29983566153763,207.07255021972657,137.28398557128907,69.7885646484375,79.9457619190216
21,1.0,205.51823774158444,137.21221050034222,68.30602706191887,205.51559602050781,136.05830483398438,69.45729099121094,80.85732817649841
22,1.0,205.07258915697406,136.7513047242776,68.32128430227948,204.56752241210938,136.55895852050782,68.00856438598633,82.44948387145996
23,1.0,204.2465810531225,136.00895402370355,68.23762658926157,203.38637465820312,135.22454282226562,68.16183173828125,82.83780121803284
24,1.0,203.8761676234058,135.6245193318424,68.25164847903781,203.20605385742186,136.054591015625,67.15146342773437,83.4695098400116
25,1.0,203.69981482090094,135.4916306846162,68.20818428300385,204.08836108398438,136.3096845703125,67.77867641601563,85.47572588920593
26,1.0,202.80020591540213,134.6000230088193,68.20018292288495,202.52604875488282,135.23098852539061,67.29506032104493,81.68156671524048
27,1.0,202.43449375772067,134.30306232484998,68.13143135136009,202.23726469726563,134.13723834228514,68.10002663574218,80.34367275238037
28,1.0,202.34240823729425,134.16256637247199,68.17984165289464,201.70265590820313,134.1589056640625,67.54375130615234,80.85828614234924
29,1.0,201.8139262077136,133.66942205184546,68.14450392763838,201.19207067871093,133.9516676147461,67.24040257568359,85.21991968154907
30,1.0,201.6547008090549,133.56568378872342,68.089016824706,201.14849592285157,133.3026200317383,67.84587549438477,82.73432993888855
31,1.0,201.0402807904105,132.94321651947803,68.09706422202608,201.00789829101564,133.8232185546875,67.18467991943359,83.53359699249268
32,1.0,201.04319766444019,132.9082953461215,68.13490243243356,200.57727485351563,132.02162185058594,68.5556528076172,79.8611490726471
33,1.0,200.76008247310278,132.66736663101065,68.09271605401976,200.39812900390626,130.8649339477539,69.53319514160157,80.37845945358276
34,1.0,200.39577565641486,132.2790671780578,68.11670862507616,200.43077868652344,132.14295350341797,68.28782547607422,80.69384670257568
35,1.0,200.2800585754916,132.1754109961355,68.10464740003276,199.99949626464843,132.5453122558594,67.45418468627929,82.31456327438354
36,1.0,199.92810818272778,131.8673932165162,68.06071508032645,200.13479174804687,132.83935922851563,67.29543212890626,84.79431581497192
37,1.0,199.84207564133865,131.7335137424306,68.1085617358868,200.01431525878905,133.1974603515625,66.8168546081543,86.0698230266571
38,1.0,199.5226174052964,131.43501237722543,68.08760471833058,199.54746376953125,131.35307534179688,68.19438931274414,80.98820471763611
39,1.0,199.3522702078534,131.2854556711311,68.06681442260742,199.55223588867187,131.23364565429688,68.31859052124024,83.89022588729858
40,1.0,199.23081448546841,131.18751589457193,68.0432985419901,198.93527875976562,130.25706475830077,68.67821330566406,92.93146634101868
