epoch,train_loss,train_mse,train_repa,val_mse,seconds
1,0.023580931998292604,0.023580931998292604,0.0,0.011486084541678428,542.0224516391754
2,0.011447430316358805,0.011447430316358805,0.0,0.010558828122913838,482.277357339859
3,0.010575013886640469,0.010575013886640469,0.0,0.010066887943446637,481.0491089820862
4,0.010292547402034204,0.010292547402034204,0.0,0.010040078870952129,481.57379031181335
5,0.00993178562099735,0.00993178562099735,0.0,0.00978164290934801,482.205491065979
6,0.009792402339354158,0.009792402339354158,0.0,0.009651752153038979,482.0180902481079
7,0.009821674033751091,0.009821674033751091,0.0,0.00972292001247406,481.62837314605713
8,0.009592411059637864,0.009592411059637864,0.0,0.009442613065242767,506.8457398414612
9,0.009586196595430373,0.009586196595430373,0.0,0.00957040749937296,487.0610103607178
10,0.009518550077453256,0.009518550077453256,0.0,0.009428202918916941,482.5161757469177
11,0.009467304764936367,0.009467304764936367,0.0,0.008985153798013925,482.36535358428955
12,0.009369054962942998,0.009369054962942998,0.0,0.009313685954362154,482.27232027053833
13,0.009296386379127702,0.009296386379127702,0.0,0.009228085649013519,482.37580609321594
14,0.009343177197004358,0.009343177197004358,0.0,0.009516251036524773,481.8539628982544
15,0.009266260927418868,0.009266260927418868,0.0,0.009239430186897516,482.0792725086212
16,0.009229563788076241,0.009229563788076241,0.0,0.009007124234735965,482.34727811813354
17,0.009201568035408855,0.009201568035408855,0.0,0.009204988388717174,482.78590655326843
18,0.00920801094857355,0.00920801094857355,0.0,0.009301460914313792,482.2808790206909
19,0.009073202253008882,0.009073202253008882,0.0,0.00907278015166521,482.20414423942566
20,0.00914752840399742,0.00914752840399742,0.0,0.008841282373666763,482.3771140575409
21,0.009123466395462554,0.009123466395462554,0.0,0.008918270017206669,481.7816948890686
22,0.009024544127037128,0.009024544127037128,0.0,0.008741640798747539,481.9701910018921
23,0.008952246485402186,0.008952246485402186,0.0,0.00907452275082469,481.93719148635864
24,0.00890691811380287,0.00890691811380287,0.0,0.009081478743255138,481.84380435943604
25,0.009074093627308806,0.009074093627308806,0.0,0.008972272449731826,482.1331305503845
26,0.009057218783721328,0.009057218783721328,0.0,0.009225737378001213,482.27894735336304
27,0.009084289073944091,0.009084289073944091,0.0,0.009087713940441609,481.52980375289917
28,0.008976854722822706,0.008976854722822706,0.0,0.008841588278114796,482.9358732700348
29,0.009016871154308319,0.009016871154308319,0.0,0.008704397603869438,481.82459235191345
30,0.00893419184734424,0.00893419184734424,0.0,0.008936139485239983,481.51802682876587
31,0.00896158097150425,0.00896158097150425,0.0,0.00894447181224823,481.57799673080444
32,0.008959244999413689,0.008959244999413689,0.0,0.008672808499634265,482.17486333847046
33,0.00889601266135772,0.00889601266135772,0.0,0.009134015399217606,481.63438081741333
34,0.008948318026214838,0.008948318026214838,0.0,0.009000608259439468,482.0553002357483
35,0.008934537562479576,0.008934537562479576,0.0,0.008949442784488202,482.47294998168945
36,0.008977544574066996,0.008977544574066996,0.0,0.008975651671737432,482.52604699134827
37,0.00885849879483382,0.00885849879483382,0.0,0.00888411152884364,481.91671109199524
38,0.008809686152388653,0.008809686152388653,0.0,0.008947691725939512,482.1701498031616
39,0.008895041071996092,0.008895041071996092,0.0,0.0086633571729064,482.32006645202637
40,0.008975711219509443,0.008975711219509443,0.0,0.008700422153621911,482.0061106681824
