epoch,train_loss,train_mse,train_repa,val_mse,seconds
1,0.03369606235894507,0.03369606235894507,0.0,0.01307237807661295,432.71129727363586
2,0.012816601590896492,0.012816601590896492,0.0,0.010775883230566979,413.30704832077026
3,0.011344132957365782,0.011344132957365782,0.0,0.01109153746664524,413.3277838230133
4,0.010658749214720414,0.010658749214720414,0.0,0.01009700101017952,412.8377573490143
5,0.010349586824195713,0.010349586824195713,0.0,0.009975483407080174,412.62378549575806
6,0.010062619212820029,0.010062619212820029,0.0,0.009903519009798765,412.65744829177856
7,0.010029906594853455,0.010029906594853455,0.0,0.009703609305620194,412.8787615299225
8,0.009768123202236606,0.009768123202236606,0.0,0.009424148491024971,412.7901408672333
9,0.009777632188111576,0.009777632188111576,0.0,0.009694133646786214,413.05392265319824
10,0.009639563273515239,0.009639563273515239,0.0,0.009558815842866898,412.68199348449707
11,0.009630169745797059,0.009630169745797059,0.0,0.009299692898988724,413.0271599292755
12,0.00955237865919126,0.00955237865919126,0.0,0.00947343170195818,413.0613694190979
13,0.009547834920228768,0.009547834920228768,0.0,0.009166832114756107,413.6108121871948
14,0.009497628345978202,0.009497628345978202,0.0,0.00921449579000473,413.6873219013214
15,0.009332927266928977,0.009332927266928977,0.0,0.00926849632114172,413.7083988189697
16,0.009421804518783774,0.009421804518783774,0.0,0.00911637061536312,413.3166205883026
17,0.009304002605243451,0.009304002605243451,0.0,0.00953183454424143,413.56177020072937
18,0.009269417955847249,0.009269417955847249,0.0,0.00926705285012722,413.5135831832886
19,0.009180064682859685,0.009180064682859685,0.0,0.009230662068724632,413.3059618473053
20,0.009245086749051494,0.009245086749051494,0.0,0.009015168842673301,413.50183629989624
21,0.00910908265959714,0.00910908265959714,0.0,0.009152492916584015,413.48399925231934
22,0.00913867839187654,0.00913867839187654,0.0,0.008936189568042756,413.72135519981384
23,0.009242085081484396,0.009242085081484396,0.0,0.00893936635814607,438.8725800514221
24,0.00910779826686963,0.00910779826686963,0.0,0.00880542927980423,439.20570945739746
25,0.009107188771905233,0.009107188771905233,0.0,0.009009630484879017,441.2915987968445
26,0.009194355633948693,0.009194355633948693,0.0,0.00890059576779604,440.12140107154846
27,0.00899449090066832,0.00899449090066832,0.0,0.008992908552289009,443.0069181919098
28,0.009114993775905515,0.009114993775905515,0.0,0.009001388451457024,442.7052233219147
29,0.009061586434814757,0.009061586434814757,0.0,0.008839738383889198,442.73127365112305
30,0.00909396309679893,0.00909396309679893,0.0,0.009034702330827713,442.844274520874
31,0.009069095487460859,0.009069095487460859,0.0,0.009090433242917062,443.59908509254456
32,0.009041675493685706,0.009041675493685706,0.0,0.008860024592280387,442.897741317749
33,0.009024607020121152,0.009024607020121152,0.0,0.008831675569340587,419.7574167251587
34,0.00888527045622786,0.00888527045622786,0.0,0.00870135569870472,417.68585228919983
35,0.008912930469323852,0.008912930469323852,0.0,0.008861527866125107,418.14769434928894
36,0.008983119157825774,0.008983119157825774,0.0,0.009111563553661108,418.22759556770325
37,0.00883441489327027,0.00883441489327027,0.0,0.00888833610266447,418.7788140773773
38,0.008888580257385143,0.008888580257385143,0.0,0.008964519231021404,418.8291630744934
39,0.008964693557427303,0.008964693557427303,0.0,0.008860079392790795,419.24874472618103
40,0.008855476199670148,0.008855476199670148,0.0,0.008691478776931763,420.4186043739319
41,0.008799233733752907,0.008799233733752907,0.0,0.008680295749753713,420.81203174591064
42,0.008891336295829257,0.008891336295829257,0.0,0.009082711595296859,420.88107419013977
43,0.008932141364495426,0.008932141364495426,0.0,0.008774033325910568,420.61053681373596
44,0.008901689771618475,0.008901689771618475,0.0,0.008939680939167739,420.59732365608215
45,0.008932078531033805,0.008932078531033805,0.0,0.008717353776097298,420.8825273513794
46,0.008782125417572489,0.008782125417572489,0.0,0.008765816995501519,453.44247698783875
47,0.008845363593021191,0.008845363593021191,0.0,0.008739023801684379,421.47028708457947
48,0.008890453566525732,0.008890453566525732,0.0,0.008738752096891404,420.4910078048706
49,0.008830815096452371,0.008830815096452371,0.0,0.009071876390278339,420.6659531593323
50,0.00881301685561413,0.00881301685561413,0.0,0.008926904347538948,421.45582246780396
51,0.008851409250653667,0.008851409250653667,0.0,0.00869146305769682,419.0071370601654
52,0.008722310326198312,0.008722310326198312,0.0,0.008609998163580894,409.1458828449249
53,0.008748279390468986,0.008748279390468986,0.0,0.008745295198261737,410.00030612945557
54,0.008787745819601013,0.008787745819601013,0.0,0.008870348453521729,410.08286690711975
55,0.008786734060375388,0.008786734060375388,0.0,0.008886567451804876,410.9134578704834
56,0.00871241142180139,0.00871241142180139,0.0,0.00888941270634532,411.3143095970154
57,0.008789765424907144,0.008789765424907144,0.0,0.008772609797120095,411.7885117530823
58,0.008689227553229609,0.008689227553229609,0.0,0.008609542012214661,412.3639531135559
59,0.008816102504225303,0.008816102504225303,0.0,0.008833580841124058,412.2054979801178
60,0.008773098580972584,0.008773098580972584,0.0,0.008851707229018211,412.4780926704407
61,0.008775371203364022,0.008775371203364022,0.0,0.008698185469955206,412.61759972572327
62,0.008741631026488103,0.008741631026488103,0.0,0.008866706162691116,412.5958569049835
63,0.008779327377672988,0.008779327377672988,0.0,0.00866474422365427,412.40439462661743
64,0.00882728305409723,0.00882728305409723,0.0,0.008716243235766887,412.9244430065155
65,0.008723731427537943,0.008723731427537943,0.0,0.008790402102470398,412.7369210720062
66,0.00875020965440805,0.00875020965440805,0.0,0.008670651029795409,412.5975863933563
67,0.008694502924595787,0.008694502924595787,0.0,0.009011828643083572,412.63778138160706
68,0.008674745329157742,0.008674745329157742,0.0,0.00885756299495697,412.6265585422516
69,0.008686768113692135,0.008686768113692135,0.0,0.008835511136054993,412.2442960739136
70,0.008755223479185536,0.008755223479185536,0.0,0.008665020793676377,412.87424778938293
